"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.UI.BuildMenuWallpaperOperationSystem_Destroy","ProjectM.UI","BuildMenuWallpaperOperationSystem_Destroy","type/reference","shared/unknown","presentation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CastleHeartMenuMapper","ProjectM.UI","CastleHeartMenuMapper","type/reference","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CastleHeartRebuildMenuMapper","ProjectM.UI","CastleHeartRebuildMenuMapper","type/reference","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CastleHeartRebuildSubMenuMapper","ProjectM.UI","CastleHeartRebuildSubMenuMapper","type/reference","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CastleHeartSubMenuMapper","ProjectM.UI","CastleHeartSubMenuMapper","type/reference","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CastleRebuildContainerInventorySystem_Client","ProjectM.UI","CastleRebuildContainerInventorySystem_Client","type/reference","client","ability/casting","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CharacterCraftingSubMenuMapper","ProjectM.UI","CharacterCraftingSubMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CharacterCreationMenuMapper","ProjectM.UI","CharacterCreationMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CharacterHudProgressBarSystem","ProjectM.UI","CharacterHudProgressBarSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CharacterMenuMapper","ProjectM.UI","CharacterMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.CharacterScreenCraftingSystem","ProjectM.UI","CharacterScreenCraftingSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ClanClientSystem","ProjectM.UI","ClanClientSystem","system","shared/unknown","presentation","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ClanMenuMapper","ProjectM.UI","ClanMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ClearHUDElementVisibilitySystem","ProjectM.UI","ClearHUDElementVisibilitySystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ClientChatSystem","ProjectM.UI","ClientChatSystem","system","shared/unknown","presentation","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ClockHUDSystem","ProjectM.UI","ClockHUDSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ConnectionFeedbackSystem","ProjectM.UI","ConnectionFeedbackSystem","system","shared/unknown","networking","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ContainerMenuMapper","ProjectM.UI","ContainerMenuMapper","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ContainerSubMenuMapper","ProjectM.UI","ContainerSubMenuMapper","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DangerTextParentSystem","ProjectM.UI","DangerTextParentSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DeathMenuMapper","ProjectM.UI","DeathMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DebugLogsViewSystem","ProjectM.UI","DebugLogsViewSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DebugMenuMapper","ProjectM.UI","DebugMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DebugViewBinderSystem","ProjectM.UI","DebugViewBinderSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DebugViewMapper","ProjectM.UI","DebugViewMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DragAndDropSystem","ProjectM.UI","DragAndDropSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DragAndDropViewMapperSystem","ProjectM.UI","DragAndDropViewMapperSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.DurabilityUISystem","ProjectM.UI","DurabilityUISystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.EmotesMenuMapperSystem","ProjectM.UI","EmotesMenuMapperSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.EquipmentSubMenuMapper","ProjectM.UI","EquipmentSubMenuMapper","type/reference","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.FeedInteractionProgressSystem","ProjectM.UI","FeedInteractionProgressSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ForgeMenuMapper","ProjectM.UI","ForgeMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ForgeSubMenuMapper","ProjectM.UI","ForgeSubMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.FullscreenMenuMapper","ProjectM.UI","FullscreenMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.FullscreenMenuViewMapperSystem<TMenu>","ProjectM.UI","FullscreenMenuViewMapperSystem<TMenu>","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.FusionForgeMenuMapper","ProjectM.UI","FusionForgeMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.FusionForgeSubMenuMapper","ProjectM.UI","FusionForgeSubMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.GamepadCursorSystem","ProjectM.UI","GamepadCursorSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.GenericPopupSystem","ProjectM.UI","GenericPopupSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.GetCharacterHUDSystem","ProjectM.UI","GetCharacterHUDSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.GetVBloodsPositionResponseSystem","ProjectM.UI","GetVBloodsPositionResponseSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.HUDEdgeSystem","ProjectM.UI","HUDEdgeSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
